lkey|station_id|solar_region_key|areaname|weather_station
14875|723244-99999|-85.417:35.370|"Sequatchie County, Tennessee"|DALLAS BAY SKY PARK
15087|999999-13893|-89.971:35.210|"Shelby County, Tennessee"|MEMPHIS MUNICIPAL ARPT
14878|749083-99999|-85.958:36.250|"Smith County, Tennessee"|LEBANON
20514|746720-99999|-87.831:36.490|"Stewart County, Tennessee"|SABRE AHP
14880|723350-13877|-82.264:36.490|"Sullivan County, Tennessee"|TRI-CITIES REGIONAL TN/
14882|749083-99999|-86.480:36.450|"Sumner County, Tennessee"|LEBANON
15088|723345-93839|-89.825:35.530|"Tipton County, Tennessee"|MEMPHIS NAS
14883|749083-99999|-86.132:36.410|"Trousdale County, Tennessee"|LEBANON
14884|720623-99999|-82.418:36.090|"Unicoi County, Tennessee"|ELIZABETHTON MUNI
14885|720907-99999|-83.838:36.290|"Union County, Tennessee"|CAMPBELL CO
14886|999999-93803|-85.777:35.690|"Warren County, Tennessee"|SMITHVILLE CAA AP
14887|723183-13877|-82.500:36.290|"Washington County, Tennessee"|TRI CITIES RGNL
12754|999999-63894|-87.799:35.250|"Wayne County, Tennessee"|MUSCLE SHOALS 2 N
15089|A00029-63820|-88.738:36.290|"Weakley County, Tennessee"|EVERETT-STEWART AIRPORT
14888|999999-13897|-86.911:35.890|"Williamson County, Tennessee"|NASHVILLE BERRY FIELD
14889|749083-99999|-86.304:36.170|"Wilson County, Tennessee"|LEBANON
14891|720768-274|-83.036:36.410|"Hawkins and Hancock Counties, Tennessee"|LEE COUNTY AIRPORT
14892|723274-99999|-85.448:35.810|"White County Area and Van Buren County, Tennessee"|UPPER CUMBERLAND RGNL
14822|723155-99999|-83.107:35.970|"Cocke County Area, Tennessee"|HOT SPRINGS (AWRS)
14874|720907-99999|-84.474:36.370|"Scott County Area, Tennessee"|CAMPBELL CO
14876|723264-99999|-83.528:35.850|"Sevier County Area, Tennessee"|KNOXVILLE DOWNTOWN ISLA
19764|999999-13891|-83.930:35.690|"Blount County Area, Tennessee"|KNOXVILLE MCGHEE TYSON
20693|723274-99999|-85.455:36.130|"Putnam County and Parts of White County, Tennessee"|UPPER CUMBERLAND RGNL
20752|723246-53868|-84.628:36.130|"Morgan County Area, Tennessee"|OAK RIDGE
14912|A00003-63844|-83.521:35.610|"Great Smoky Mountains National Park, Tennessee and North Carolina"|MACON COUNTY AIRPORT
18983|720379-63882|-84.674:36.570|"Big South Fork National River and Recreation Area, Kentucky and Tennessee"|WAYNE COUNTY AIRPORT
20753|999999-63855|-84.974:36.370|"Fentress and Pickett Counties Area, Tennessee"|CROSSVILLE 7 NW
15055|720314-99999|-95.662:31.810|"Anderson County, Texas"|PALESTINE MUNI
13197|721032-99999|-102.635:32.290|"Andrews County, Texas"|ANDREWS CO
15056|999999-93987|-94.567:31.290|"Angelina County, Texas"|LUFKIN ANGELINA CO
13198|720404-99999|-98.688:33.610|"Archer County, Texas"|KICKAPOO DOWNTOWN AIRPO
13199|999999-23072|-101.357:34.970|"Armstrong County, Texas"|CLARENDON MUNICIPAL AP
13200|720395-130|-98.452:28.930|"Atascosa County, Texas"|PLEASANTON MUNICIPAL AI
13201|999999-3054|-102.831:34.090|"Bailey County, Texas"|MULESHOE 19 S
13202|722537-99999|-99.191:29.730|"Bandera County, Texas"|KERRVILLE MUNI
13429|722545-13904|-97.337:30.090|"Bastrop County, Texas"|BERGSTROM AFB/AUSTI
13204|720281-99999|-99.214:33.610|"Baylor County, Texas"|WILBARGER CO
13205|720391-127|-97.733:28.410|"Bee County, Texas"|BEEVILLE MUNICIPAL AIRP
13207|722577-93984|-97.492:31.050|"Bell County, Texas"|DRAUGHON-MILLER CNTRL T
13209|749058-99999|-98.462:29.450|"Bexar County, Texas"|BROOKS AFB
13210|722122-99999|-101.432:32.730|"Borden County, Texas"|WINSTON FLD
13211|999999-13959|-97.641:31.890|"Bosque County, Texas"|WACO RICH FIELD
15057|723418-13977|-94.395:33.450|"Bowie County, Texas"|TEXARKANA REGIONAL AIRP
13212|722527-99999|-95.465:29.210|"Brazoria County, Texas"|BRAZORIA CO
13213|747460-3904|-96.341:30.650|"Brazos County, Texas"|EASTERWOOD FIELD AIRPOR
13215|999999-23072|-101.208:34.530|"Briscoe County, Texas"|CLARENDON MUNICIPAL AP
13217|720269-99999|-98.261:27.010|"Brooks County, Texas"|BROOKS CO
13218|723761-99999|-96.617:30.530|"Burleson County, Texas"|CALDWELL MUNI
13219|722539-12979|-97.607:29.850|"Caldwell County, Texas"|SAN MARCOS MUNICIPAL AR
13220|998185-99999|-96.626:28.410|"Calhoun County, Texas"|SEADRIFT
13221|723348-99999|-99.373:32.290|"Callahan County, Texas"|ABILENE(NEXRAD)
13222|722508-99999|-97.504:26.130|"Cameron County, Texas"|PORT ISABEL CAMERON
13223|723635-3024|-101.354:35.410|"Carson County, Texas"|HUTCHINSON COUNTY AIRPO
13225|720393-129|-102.262:34.530|"Castro County, Texas"|HEREFORD MUNICIPAL AIRP
13226|998182-99999|-94.685:29.690|"Chambers County, Texas"|ROLLOVER PASS
15058|720298-99999|-95.164:31.770|"Cherokee County, Texas"|JACKSONVILLE
13227|723660-23007|-100.208:34.530|"Childress County, Texas"|CHILDRESS MUNICIPAL ARP
13228|720404-134|-98.196:33.810|"Clay County, Texas"|KICKAPOO DOWNTOWN AIRPO
13229|999999-3054|-102.826:33.610|"Cochran County, Texas"|MULESHOE 19 S
13230|999999-3072|-100.529:31.890|"Coke County, Texas"|BRONTE 11 NNE
13231|720771-99999|-99.460:31.730|"Coleman County, Texas"|COLEMAN MUNI
13232|722541-99999|-96.569:33.210|"Collin County, Texas"|COLLIN CO RGNL
13233|723604-23007|-100.271:34.970|"Collingsworth County, Texas"|CHILDRESS MUNICIPAL
13234|722351-99999|-96.525:29.610|"Colorado County, Texas"|WHARTON RGNL
13235|720150-99999|-98.540:31.970|"Comanche County, Texas"|COMANCHE  COMANCHE COUN
13236|999999-23017|-99.859:31.330|"Concho County, Texas"|SAN ANGELO GOODFELLOW A
13237|722552-99999|-97.215:33.690|"Cooke County, Texas"|GAINESVILLE MUNI
13239|722323-362|-97.799:31.410|"Coryell County, Texas"|GATESVILLE MUNICIPAL AI
13240|723601-23007|-100.258:34.090|"Cottle County, Texas"|CHILDRESS MUNICIPAL AP
13241|720659-239|-101.675:30.690|"Crockett County, Texas"|OZONA MUNICIPAL AIRPORT
13242|999999-23042|-101.301:33.610|"Crosby County, Texas"|LUBBOCK WEST TEXAS AIR
13243|747360-93042|-102.602:36.290|"Dallam County, Texas"|MUNICIPAL AIRPORT
13244|722580-13960|-96.777:32.770|"Dallas County, Texas"|DALLAS LOVE FIELD AIRPO
13245|722107-99999|-101.948:32.730|"Dawson County, Texas"|GAINES CO
13247|720393-129|-102.605:34.970|"Deaf Smith County, Texas"|HEREFORD MUNICIPAL AIRP
13249|722589-99999|-97.116:33.210|"Denton County, Texas"|DENTON MUNI
13250|749057-99999|-97.366:29.090|"DeWitt County, Texas"|ALOE AAF
13251|747350-99999|-100.781:33.610|"Dickens County, Texas"|JAYTON  TX.
13252|999999-23072|-100.813:34.970|"Donley County, Texas"|CLARENDON MUNICIPAL AP
13598|722338-99999|-98.518:27.650|"Duval County, Texas"|JIM HOGG CO
13253|720150-99999|-98.797:32.290|"Eastland County, Texas"|COMANCHE  COMANCHE COUN
13254|720299-99999|-96.735:32.290|"Ellis County, Texas"|MIDLOTHIAN/WAXAHATC
13255|722600-99999|-98.206:32.210|"Erath County, Texas"|STEPHENVILLE/CLARK
13256|721034-351|-96.937:31.250|"Falls County, Texas"|CAMERON MUNICIPAL AIRPO
13257|720302-99999|-96.116:33.610|"Fannin County, Texas"|CLARKSVILLE RED RIVE
13258|722554-99999|-96.944:29.890|"Fayette County, Texas"|FAYETTE RGNL AIR CNTR
13259|722192-23033|-100.402:32.730|"Fisher County, Texas"|AVENGER FIELD AIRPORT
13435|722174-23097|-101.303:34.090|"Floyd County, Texas"|HALE COUNTY AIRPORT
13262|720281-53969|-99.763:34.010|"Foard County, Texas"|WILBARGER CO
13264|722543-12977|-95.754:29.530|"Fort Bend County, Texas"|SUGAR LAND REGIONAL ARP
13265|720779-461|-96.138:31.730|"Freestone County, Texas"|MEXIA LIMESTONE COUNTY
13266|722526-12947|-99.107:28.850|"Frio County, Texas"|COTULLA-LA SALLE CO ARP
13267|722107-3056|-102.634:32.730|"Gaines County, Texas"|GAINES COUNTY AIRPORT
13268|722425-99999|-94.802:29.330|"Galveston County, Texas"|GALVESTON COAST GUARD S
13270|747350-99999|-101.298:33.170|"Garza County, Texas"|JAYTON  TX.
13271|720323-93947|-98.946:30.330|"Gillespie County, Texas"|GILLESPIE CO
13272|720271-3044|-101.520:31.850|"Glasscock County, Texas"|BIG SRNG MCMHN-WRKLE AR
13273|749057-99999|-97.466:28.650|"Goliad County, Texas"|ALOE AAF
13274|999999-477|-97.495:29.450|"Gonzales County, Texas"|ROGER M DREYER MEMORIAL
13276|749159-99999|-100.812:35.410|"Gray County, Texas"|PAMPA AAF
13277|720287-53967|-96.662:33.690|"Grayson County, Texas"|GRAYSON COUNTY AIRPORT
13278|747460-3904|-95.997:30.530|"Grimes County, Texas"|EASTERWOOD FIELD AIRPOR
13279|722416-12971|-97.971:29.610|"Guadalupe County, Texas"|NEW BRAUNFELS MUNICIPAL
13280|722174-99999|-101.827:34.050|"Hale County, Texas"|HALE CO
13281|723601-23007|-100.682:34.530|"Hall County, Texas"|CHILDRESS MUNICIPAL AP
13282|722231-99999|-98.115:31.730|"Hamilton County, Texas"|HAMILTON MUNI
19899|999999-3055|-101.355:36.290|"Hansford County, Texas"|GOODWELL 2 E
13285|A00019-53969|-99.737:34.330|"Hardeman County, Texas"|WILBARGER COUNTY AIRPOR
13286|720926-313|-94.402:30.330|"Hardin County, Texas"|BEAUMONT MUNICIPAL AIRP
13287|999999-12945|-95.433:29.850|"Harris County, Texas"|DOWNTOWN
15059|720943-431|-94.373:32.570|"Harrison County, Texas"|HARRISON COUNTY AIRPORT
13288|747360-93042|-102.602:35.850|"Hartley County, Texas"|MUNICIPAL AIRPORT
13290|722637-93046|-100.271:35.850|"Hemphill County, Texas"|HEMPHILL COUNTY AIRPORT
13291|721043-99999|-95.939:32.170|"Henderson County, Texas"|ATHENS MUNI
13292|720276-12983|-98.224:26.410|"Hidalgo County, Texas"|EDINBURG INTL AIRPORT
13293|720295-99999|-97.109:31.970|"Hill County, Texas"|HILLSBORO MUNI
13295|722675-23021|-102.346:33.610|"Hockley County, Texas"|REESE AFB/LUBBOCK
15060|724462-99999|-95.368:31.250|"Houston County, Texas"|HOUSTON CO
13297|722657-23041|-101.435:32.290|"Howard County, Texas"|BIG SPRING
13298|722588-13926|-96.078:33.130|"Hunt County, Texas"|MAJORS AIRPORT
13299|723635-99999|-101.354:35.850|"Hutchinson County, Texas"|HUTCHINSON CO
13301|722630-23034|-100.982:31.290|"Irion County, Texas"|SAN ANGELO REGIONAL/MAT
13302|720261-99999|-98.173:33.250|"Jack County, Texas"|BRIDGEPORT MUNI
13303|722550-12912|-96.624:28.970|"Jackson County, Texas"|VICTORIA REGIONAL AIRPO
10330|722626-93035|-104.210:30.770|"Jeff Davis County, Texas"|MARFA AP
13304|722338-12994|-98.689:27.090|"Jim Hogg County, Texas"|JIM HOGG COUNTY AIRPORT
13305|722517-99999|-98.012:27.650|"Jim Wells County, Texas"|ALICE INTL
13306|722102-99999|-97.352:32.330|"Johnson County, Texas"|CLEBURNE  CLEBURNE MUNI
13307|999999-13910|-99.879:32.730|"Jones County, Texas"|ABILENE DYESS AAF
13308|720395-130|-97.883:28.930|"Karnes County, Texas"|PLEASANTON MUNICIPAL AI
13309|720733-99999|-98.668:29.930|"Kendall County, Texas"|BOERNE STAGE FLD
13310|747350-99999|-100.778:33.170|"Kent County, Texas"|JAYTON  TX.
13311|722537-99999|-99.338:30.050|"Kerr County, Texas"|KERRVILLE MUNI
13312|747400-13973|-99.710:30.490|"Kimble County, Texas"|KIMBLE COUNTY AIRPORT
13314|722586-99999|-100.454:29.370|"Kinney County, Texas"|DEL RIO(NEXRAD)
13315|720281-53969|-99.734:33.610|"Knox County, Texas"|WILBARGER CO
13418|999999-3054|-102.351:34.050|"Lamb County, Texas"|MULESHOE 19 S
13317|720647-229|-98.238:31.250|"Lampasas County, Texas"|LAMPASAS AIRPORT
13318|722526-12947|-99.105:28.330|"La Salle County, Texas"|COTULLA-LA SALLE CO ARP
13319|722550-12912|-96.900:29.330|"Lavaca County, Texas"|VICTORIA REGIONAL AIRPO
13320|722113-53979|-96.987:30.290|"Lee County, Texas"|GIDDINGS-LEE COUNTY AIR
13321|724462-99999|-95.993:31.330|"Leon County, Texas"|HOUSTON CO
13322|725021-99999|-94.804:30.210|"Liberty County, Texas"|CLEVELAND MUNI
13323|720779-99999|-96.584:31.530|"Limestone County, Texas"|MEXIA LIMESTONE CO
13324|722637-93046|-100.273:36.290|"Lipscomb County, Texas"|HEMPHILL COUNTY AIRPORT
13326|720391-127|-98.072:28.410|"Liveoak County, Texas"|BEEVILLE MUNICIPAL AIRP
13327|720110-99999|-98.657:30.690|"Llano County, Texas"|LLANO MUNI
13328|999999-23042|-101.821:33.610|"Lubbock County, Texas"|LUBBOCK WEST TEXAS AIR
13330|722675-23021|-101.816:33.170|"Lynn County, Texas"|REESE AFB/LUBBOCK
13331|723628-99999|-99.348:31.210|"McCulloch County, Texas"|BRADY/CURTIS FIELD
13333|722560-13959|-97.203:31.570|"McLennan County, Texas"|WACO REGIONAL AIRPORT
13334|999999-12947|-98.569:28.370|"McMullen County, Texas"|COTULLA FAA AP
13335|722447-53903|-95.927:30.970|"Madison County, Texas"|HUNTSVILLE MUNICIPAL AR
13336|722324-99999|-101.951:32.290|"Martin County, Texas"|MIDLAND AIRPARK
13337|723628-93942|-99.224:30.730|"Mason County, Texas"|CURTIS FIELD AIRPORT
13338|720273-99999|-95.941:28.810|"Matagorda County, Texas"|BAY CITY MUNI
13607|749155-99999|-100.390:28.650|"Maverick County, Texas"|RADAR BASE
13340|722533-12962|-99.109:29.370|"Medina County, Texas"|HONDO MUNICIPAL AIRPORT
13341|747400-13973|-99.800:30.890|"Menard County, Texas"|KIMBLE COUNTY AIRPORT
13342|722650-23023|-102.032:31.890|"Midland County, Texas"|MIDLAND INTERNATIONAL A
13343|721034-351|-96.962:30.770|"Milam County, Texas"|CAMERON MUNICIPAL AIRPO
13344|722122-3050|-100.923:32.290|"Mitchell County, Texas"|WINSTON FIELD AIRPORT
13345|720622-99999|-97.732:33.730|"Montague County, Texas"|BOWIE MUNI
15062|722444-99999|-95.463:30.330|"Montgomery County, Texas"|MONTGOMERY CO
13346|722214-3070|-101.893:35.850|"Moore County, Texas"|MOORE COUNTY AIRPORT
13347|723601-23007|-100.780:34.090|"Motley County, Texas"|CHILDRESS MUNICIPAL AP
15063|722499-53948|-94.639:31.530|"Nacogdoches County, Texas"|A L MANGHAM JR RGNL ARP
13348|722469-99999|-96.473:32.050|"Navarro County, Texas"|C DAVID CAMPBELL FLD
13349|749162-99999|-100.406:32.290|"Nolan County, Texas"|SWEETWATER TX/AVENGER F
13350|722510-12924|-97.494:27.770|"Nueces County, Texas"|CORPUS CHRISTI  INTERNA
13352|720315-3045|-100.816:36.290|"Ochiltree County, Texas"|PERRYTON OCHILTREE CO A
13354|720393-99999|-102.603:35.410|"Oldham County, Texas"|HEREFORD MUNI
13356|999999-3944|-98.316:32.770|"Palo Pinto County, Texas"|PALO PINTO DEMPSEY AF
15064|722470-99999|-94.309:32.170|"Panola County, Texas"|LONGVIEW
13358|722597-93985|-97.806:32.770|"Parker County, Texas"|MINERAL WELLS AIRPORT
17911|722689-23077|-102.784:34.530|"Parmer County, Texas"|CLOVIS MUNICIPAL AIRPOR
10331|722654-23091|-102.677:30.730|"Pecos County, Texas"|FT STOCKTON\PECOS
13360|723630-23047|-101.895:35.410|"Potter County, Texas"|AMARILLO RICK HUSBAND I
10332|721048-99999|-104.386:29.930|"Presidio County, Texas"|PRESIDIO LELY INTL ARPT
13361|723630-23047|-101.897:34.970|"Randall County, Texas"|AMARILLO RICK HUSBAND I
13363|720302-53963|-95.017:33.650|"Red River County, Texas"|CRKVIL-RED RIVER CO ARP
10333|749160-99999|-103.556:31.370|"Reeves County, Texas"|PECOS TEXAS AAF
13364|998165-99999|-97.152:28.290|"Refugio County, Texas"|MISSION ARANASAS RESERV
13365|720626-213|-100.813:35.850|"Roberts County, Texas"|PAMPA MESA VISTA AIRPOR
13366|720303-53973|-96.533:31.010|"Robertson County, Texas"|HEARNE MUNICIPAL AIRPOR
13367|999999-3072|-99.975:31.810|"Runnels County, Texas"|BRONTE 11 NNE
15065|720577-99999|-94.720:32.130|"Rusk County, Texas"|HENDERSON/RUSK COUNTY A
13368|749016-99999|-98.753:31.210|"San Saba County, Texas"|LOMETTA AIRSTRIP
13369|747335-3059|-100.539:30.890|"Schleicher County, Texas"|SONORA MUNICIPAL AIRPOR
13370|722122-99999|-100.915:32.730|"Scurry County, Texas"|WINSTON FLD
13371|723348-99999|-99.356:32.730|"Shackelford County, Texas"|ABILENE(NEXRAD)
15066|722499-53948|-94.153:31.770|"Shelby County, Texas"|A L MANGHAM JR RGNL ARP
13372|999999-3055|-101.894:36.290|"Sherman County, Texas"|GOODWELL 2 E
15067|722448-99999|-95.290:32.410|"Smith County, Texas"|TYLER POUNDS RGNL
13373|749055-99999|-98.746:26.530|"Starr County, Texas"|MOORE FIELD
13374|720578-99999|-98.836:32.730|"Stephens County, Texas"|STEPHENS CO
13375|720271-3044|-101.045:31.810|"Sterling County, Texas"|BIG SRNG MCMHN-WRKLE AR
13376|747350-99999|-100.258:33.170|"Stonewall County, Texas"|JAYTON  TX.
13377|747335-99999|-100.539:30.490|"Sutton County, Texas"|SONORA MUNI
13378|722174-99999|-101.735:34.530|"Swisher County, Texas"|HALE CO
13379|747390-13961|-97.291:32.770|"Tarrant County, Texas"|FT WORTH MEACHAM INTL A
13381|690190-99999|-99.890:32.290|"Taylor County, Texas"|DYESS AFB/ABILENE
13382|722616-3032|-102.107:30.210|"Terrell County, Texas"|TERRELL COUNTY AIRPORT
13383|722675-23021|-102.335:33.170|"Terry County, Texas"|REESE AFB/LUBBOCK
13385|720578-99999|-99.212:33.170|"Throckmorton County, Texas"|STEPHENS CO
13386|722630-23034|-100.690:31.410|"Tom Green County, Texas"|SAN ANGELO REGIONAL/MAT
13426|722544-13958|-97.771:30.330|"Travis County, Texas"|AUSTIN-CAMP MABRY
15068|724462-99999|-95.139:31.090|"Trinity County, Texas"|HOUSTON CO
15069|720296-53945|-94.354:30.810|"Tyler County, Texas"|JASPER COUNTY-BELL FLD
13388|722202-99999|-99.762:29.370|"Uvalde County, Texas"|GARNER FLD
13389|722610-22010|-101.228:29.770|"Val Verde County, Texas"|DEL RIO INTERNATIONAL A
13390|722042-99999|-95.763:32.610|"Van Zandt County, Texas"|WOOD CO
13391|722550-12912|-96.974:28.810|"Victoria County, Texas"|VICTORIA REGIONAL AIRPO
15070|722447-53903|-95.595:30.770|"Walker County, Texas"|HUNTSVILLE MUNICIPAL AR
10334|749161-99999|-103.189:31.450|"Ward County, Texas"|PYOTE AFB
13392|722553-53928|-96.438:30.210|"Washington County, Texas"|BRENHAM MUNI
13393|722521-99999|-99.506:27.730|"Webb County, Texas"|LAREDO INTL
13394|722351-99999|-96.240:29.290|"Wharton County, Texas"|WHARTON RGNL
13395|749159-99999|-100.270:35.410|"Wheeler County, Texas"|PAMPA AAF
13396|999999-13966|-98.688:34.010|"Wichita County, Texas"|WICHITA FALLS MUNICIPAL
13397|720281-53969|-99.214:34.130|"Wilbarger County, Texas"|WILBARGER CO
13399|722507-99999|-97.614:26.450|"Willacy County, Texas"|CHARLES R JOHNSON
13400|722547-53942|-97.603:30.650|"Williamson County, Texas"|GEORGETOWN MUNICIPAL AR
13401|749058-99999|-98.067:29.170|"Wilson County, Texas"|BROOKS AFB
13402|720305-99999|-97.652:33.210|"Wise County, Texas"|DECATUR MUNI
15072|722042-53978|-95.409:32.770|"Wood County, Texas"|WOOD COUNTY AIRPORT MIN
13403|722107-3056|-102.830:33.170|"Yoakum County, Texas"|GAINES COUNTY AIRPORT
13404|720318-53965|-98.688:33.170|"Young County, Texas"|GRAHAM MUNICIPAL AIRPOR
13405|720584-181|-99.203:26.930|"Zapata County, Texas"|ZAPATA COUNTY AIRPORT
13406|720617-99999|-96.212:29.930|"Austin and Waller Counties, Texas"|HUSTON/EXECUTIVE
13407|720639-225|-98.208:30.490|"Blanco and Burnet Counties, Texas"|HORSESHOE BAY RESORT AI
13409|722666-99999|-98.735:31.650|"Brown and Mills Counties, Texas"|BROWNWOOD MUNICIPAL
15073|720311-99999|-94.980:33.130|"Camp, Franklin, Morris, and Titus Counties, Texas"|MT PLEASANT
13261|722539-99999|-98.177:29.970|"Comal and Hays Counties, Texas"|SAN MARCOS MUNI
13411|720742-270|-99.754:28.650|"Dimmit and Zavala Counties, Texas"|FAITH RANCH AIRPORT
10335|999999-3047|-102.541:31.570|"Ector and Crane Counties, Texas"|MONAHANS 6 ENE
13412|722363-23098|-100.152:29.970|"Edwards and Real Counties, Texas"|EDWARDS COUNTY AIRPORT
15074|722112-99999|-94.866:32.650|"Upshur and Gregg Counties, Texas"|FOX STEPHENS FLD
13413|720286-53977|-97.842:32.330|"Hood and Somervell Counties, Texas"|GRANBURY MUNICIPAL ARPT
13414|722362-93937|-95.647:33.050|"Hopkins and Rains Counties, Texas"|SULPHUR SPRINGS MUNICIP
13415|720296-53945|-93.984:30.730|"Jasper and Newton Counties, Texas"|JASPER COUNTY-BELL FLD
13416|722489-53911|-96.303:32.650|"Kaufman and Rockwall Counties, Texas"|TERRELL MUNICIPAL AIRPO
13417|994710-99999|-97.613:27.130|"Kenedy and Kleberg Counties, Texas"|068: BAFFIN BAY; POINT
13603|722587-99999|-95.584:33.570|"Lamar and Delta Counties, Texas"|COX FLD
10336|722656-23040|-103.391:31.850|"Loving and Winkler Counties, Texas"|WINKLER COUNTY AIRPORT
15075|720943-431|-94.376:33.010|"Marion and Cass Counties, Texas"|HARRISON COUNTY AIRPORT
15076|725021-99999|-94.948:30.730|"Polk and San Jacinto Counties, Texas"|CLEVELAND MUNI
13420|722650-23023|-101.792:31.370|"Reagan and Upton Counties, Texas"|MIDLAND INTERNATIONAL A
15077|720296-53945|-93.997:31.370|"San Augustine and Sabine Counties, Texas"|JASPER COUNTY-BELL FLD
13421|720396-99999|-97.350:28.050|"San Patricio and Aransas Counties, Texas"|TP MCCAMPBELL
20624|999999-22016|-103.311:29.330|"Big Bend National Park, Texas"|PANTHER JUNCTION 2 N
10338|747300-99999|-103.061:29.930|"Brewster County, Texas (Main Part)"|SANDERSON  TX.
13422|722410-12917|-94.067:29.890|"Jefferson and Orange Counties, Texas"|SOUTHEAST TEXAS REGIONA
16052|999999-23044|-106.301:31.690|"El Paso County, Texas (Main Part)"|EL PASO MUNICIPAL ARPT
26035|722620-23055|-104.868:31.890|"Guadalupe Mountains National Park, Texas"|GUADALUPE PASS AMOS
10327|999999-23055|-104.471:31.330|"Culberson County, Main Part, Texas"|GUADALUPE PASS
10329|999999-23059|-105.453:31.330|"Hudspeth County, Main Part, Texas"|SALT FLAT
14419|999999-4143|-110.737:40.130|"Duchesne Area, Utah, Parts of Duchesne, Utah, and Wasatch Counties"|PROVO 22 E
14420|725705-99999|-109.513:40.050|"Uintah Area, Utah - Parts of Daggett, Grand and Uintah Counties"|VERNAL
14295|999999-24125|-113.427:41.490|"Box Elder County, Utah, Western Part"|LUCIN
14296|999999-4138|-112.459:41.490|"Box Elder County, Utah, Eastern Part"|BRIGHAM CITY 28 WNW
14297|724796-99999|-111.812:41.690|"Cache Valley Area, Parts of Cache and Box Elder Counties, Utah"|LOGAN CACHE
14421|725775-4111|-111.279:41.570|"Rich County, Utah"|EVAN-UINTA CO BURNS FLD
14298|725755-24101|-112.070:41.090|"Davis-Weber Area, Utah"|HILL AFB AIRPORT
14299|725724-99999|-112.024:39.890|"Fairfield-Nephi Area, Utah"|PROVO MUNI
14422|999999-24120|-111.598:41.090|"Morgan Area, Utah - Morgan County and Part of Weber County"|COALVILLE SAWRS
14300|725814-99999|-113.186:40.450|"Tooele Area, Utah - Tooele County and Parts of Box Elder, Davis and Juab Counties"|DUGWAY PRVG GROUND
14301|A00028-4116|-111.922:40.650|"Salt Lake Area, Utah"|SALT LAKE CITY MUNI 2 A
14423|999999-24120|-111.193:40.890|"Summit Area, Utah, Parts of Summit, Salt Lake and Wasatch Counties"|COALVILLE SAWRS
14424|724700-99999|-110.542:39.610|"Carbon Area, Utah, Parts of Carbon and Emery Counties"|PRICE/CARBON COUNTY
14302|724795-99999|-113.255:39.250|"West Millard-Juab Area, Utah, Parts of Millard and Juab Counties"|DELTA
14303|999999-481|-112.353:39.170|"Millard County, Utah - Eastern Part"|GRANITE PEAK FILLMORE A
14304|725724-24174|-111.743:40.210|"Utah County, Utah - Central Part"|PROVO MUNICIPAL AIRPORT
14425|720565-99999|-111.398:40.490|"Heber Valley Area, Utah - Parts of Wasatch and Utah Counties"|HEBER CITY MUNICIPAL AI
14426|724773-99999|-110.713:39.010|"Emery Area, Utah, Parts of Emery, Carbon, Grand, and Sevier Counties"|GREEN RIVER RANGE
14427|724776-99999|-109.615:39.010|"Grand County, Utah - Central Part"|CANYONLANDS FLD
18471|724773-99999|-110.619:38.930|"Emery County, Utah, Eastern Part"|GREEN RIVER RANGE
14305|999999-53171|-113.456:38.370|"Beaver County, Utah - Western Part"|MILFORD 42 WNW
14306|999999-53165|-111.677:39.570|"Sanpete Valley Area, Utah, Parts of Utah and Sanpete Counties"|DELTA 4 NE
14307|999999-481|-111.970:38.770|"Sevier County Area, Utah"|GRANITE PEAK FILLMORE A
14428|999999-53149|-111.760:38.330|"Loa-Marysvale Area, Utah, Parts of Piute, Wayne, and Garfield Counties"|TORREY 7 E
10339|724735-99999|-110.659:38.050|"Henry Mountains Area, Utah, Parts of Garfield, Kane, and Wayne Counties"|HANKSVILLE
14308|724795-99999|-112.720:39.290|"Delta Area, Utah - Part of Millard County"|DELTA
10340|999999-53010|-109.627:38.450|"Canyonlands Area, Utah - Parts of Grand and San Juan Counties"|MONTICELLO 24 NW
14309|724755-93129|-113.260:37.730|"Iron-Washington Area, Utah, Parts of Iron, Kane, and Washington Counties"|CEDAR CITY REGIONAL ARP
14429|999999-23159|-111.991:37.770|"Panguitch Area, Parts of Garfield, Iron, Kane, and Piute Counties, Utah"|BRYCE CNYN FAA AP
10341|999999-53004|-109.867:37.530|"San Juan County, Utah, Central Part"|BLUFF 32 NW
10342|724721-93025|-109.295:37.930|"San Juan Area, Utah"|BLANDING
14310|745200-23176|-112.715:38.450|"Beaver-Cove Fort Area, Utah"|MILFORD MUNICIPAL AP
14311|999999-53166|-113.458:37.250|"Washington County Area, Utah"|ST. GEORGE 15 NE
10343|999999-3081|-112.248:37.290|"Kane County Area, Utah"|TROPIC 9 SE
10344|999999-53014|-110.224:37.210|"San Juan County, Utah, Navajo Indian Reservation"|MEXICAN HAT 10 NW
14431|724773-99999|-110.520:38.770|"Manti-Lasal National Forest, Manti Division - Parts of Sanpete and Emery Counties"|GREEN RIVER RANGE
14432|724755-93129|-112.620:37.770|"Dixie National Forest, Utah - Parts of Garfield, Washington, Iron, Kane and Wayne Counties"|CEDAR CITY REGIONAL ARP
14433|725775-4111|-110.904:41.290|"Wasatch-Cache National Forest, Utah and Wyoming"|EVAN-UINTA CO BURNS FLD
14434|744200-99999|-110.073:40.730|"Ashley National Forest Area, Utah"|ROOSEVELT  UT
