"areasymbol"|"lkey"|"areaname"|"mlraoffice"|"areaacres"|"mbrminx"|"mbrminy"|"mbrmaxx"|"mbrmaxy"
"TX323"|13607|"Maverick County, Texas"|"Temple, TX"|827417|-100.668746987181|28.1999977928699|-100.111161305074|29.086879467316
"TX325"|13340|"Medina County, Texas"|"Temple, TX"|855488|-99.413975200776|29.0902587759001|-98.8044141865669|29.6888812097992
"TX327"|13341|"Menard County, Texas"|"Temple, TX"|577395|-100.117161185073|30.7098855927637|-99.4836238827735|31.088265900221
"TX329"|13342|"Midland County, Texas"|"Temple, TX"|577210|-102.287726452862|31.6512849426153|-101.775432768834|32.0889410765522
"TX331"|13343|"Milam County, Texas"|"Temple, TX"|653286|-97.3144305965739|30.4576246418555|-96.6100780976035|31.1107493112661
"TX335"|13344|"Mitchell County, Texas"|"Temple, TX"|585248|-101.184331230141|32.0852139909794|-100.662078181776|32.5281901682739
"TX337"|13345|"Montague County, Texas"|"Temple, TX"|597018|-97.9792171241622|33.4335789155722|-97.4840401478577|33.9900609728326
"TX339"|15062|"Montgomery County, Texas"|"Temple, TX"|688742|-95.8303714202086|30.02715357077|-95.0965159301809|30.6312842402841
"TX341"|13346|"Moore County, Texas"|"Temple, TX"|582176|-102.163560011333|35.6200259815914|-101.622259073253|36.0556386266073
"TX345"|13347|"Motley County, Texas"|"Temple, TX"|633446|-101.04193082084|33.8335351081365|-100.517600898001|34.3137998558419
"TX347"|15063|"Nacogdoches County, Texas"|"Temple, TX"|627232|-94.9782344086852|31.2225135598853|-94.3001990628119|31.847177883346
"TX349"|13348|"Navarro County, Texas"|"Temple, TX"|695309|-96.8957814603534|31.7963888426175|-96.0505001183893|32.3276081892777
"TX353"|13349|"Nolan County, Texas"|"Temple, TX"|586291|-100.665377777674|32.0814160493642|-100.146154786474|32.5259158427029
"TX355"|13350|"Nueces County, Texas"|"Temple, TX"|700339|-97.9424990727866|27.5583044976505|-97.0451805276791|27.9952133289826
"TX357"|13352|"Ochiltree County, Texas"|"Temple, TX"|588090|-101.086439746453|36.0549788400966|-100.545408698098|36.4999110058816
"TX359"|13354|"Oldham County, Texas"|"Temple, TX"|960934|-103.042441677354|35.1833588462717|-102.163000264001|35.6245293767343
"TX363"|13356|"Palo Pinto County, Texas"|"Temple, TX"|630944|-98.5764649058782|32.5115885942413|-98.0563001204554|33.007674994154
"TX365"|15064|"Panola County, Texas"|"Temple, TX"|526611|-94.6017634677717|31.9740745836004|-94.0153869545428|32.3947026094101
"TX367"|13358|"Parker County, Texas"|"Temple, TX"|579981|-98.0672922953072|32.5544285303338|-97.5441180704213|33.0035955358256
"TX369"|17911|"Parmer County, Texas"|"Temple, TX"|566099|-103.043963340397|34.312952086143|-102.525031022457|34.7479598258821
"TX371"|10331|"Pecos County, Texas"|"Temple, TX"|3058669|-103.58468094583|30.0530925781934|-101.768960691544|31.3713165215506
"TX375"|13360|"Potter County, Texas"|"Temple, TX"|589971|-102.167651684672|35.1828946888106|-101.622185792326|35.6202958687318
"TX377"|10332|"Presidio County, Texas"|"Phoenix, AZ"|2469273|-104.980443063399|29.2584155585858|-103.792538556569|30.6238097618941
"TX381"|13361|"Randall County, Texas"|"Temple, TX"|590765|-102.170749604368|34.7472109881981|-101.622943946971|35.1837590303532
"TX387"|13363|"Red River County, Texas"|"Temple, TX"|675546|-95.3113207302927|33.3175796677291|-94.7219963013854|33.9626587902817
"TX389"|10333|"Reeves County, Texas"|"Phoenix, AZ"|1688384|-104.102345608296|30.7665436020639|-103.010450873932|32.000140250613
"TX391"|13364|"Refugio County, Texas"|"Temple, TX"|524002|-97.5405147933175|28.0616744791457|-96.764087135009|28.5548010880973
"TX393"|13365|"Roberts County, Texas"|"Temple, TX"|590797|-101.086504924997|35.6191603041329|-100.540071039664|36.0576753385689
"TX395"|13366|"Robertson County, Texas"|"Temple, TX"|553747|-96.8303631482565|30.6959719078314|-96.2351866432966|31.3570450793323
"TX399"|13367|"Runnels County, Texas"|"Temple, TX"|676716|-100.236591484636|31.5756145250006|-99.7135813704409|32.0820462121586
"TX401"|15065|"Rusk County, Texas"|"Temple, TX"|600084|-94.9867165723212|31.8433062909361|-94.4531224271559|32.407612039235
"TX411"|13368|"San Saba County, Texas"|"Temple, TX"|728301|-99.0923020521955|30.920672432946|-98.4143664740342|31.4907036752973
"TX413"|13369|"Schleicher County, Texas"|"Temple, TX"|838003|-100.962337073777|30.7059175491088|-100.11585600347|31.088622628531
"TX415"|13370|"Scurry County, Texas"|"Temple, TX"|579360|-101.174718901334|32.5252950751752|-100.655848441278|32.9705256077168
"TX417"|13371|"Shackelford County, Texas"|"Temple, TX"|585818|-99.6169209239068|32.5144641933143|-99.0955315316683|32.9575256670855
"TX419"|15066|"Shelby County, Texas"|"Temple, TX"|534176|-94.5115781803139|31.5695343457889|-93.7944683999875|31.979498364754
"TX421"|13372|"Sherman County, Texas"|"Temple, TX"|590656|-102.16516169542|36.0550176730788|-101.623515708989|36.5005601820816
"TX423"|15067|"Smith County, Texas"|"Temple, TX"|607853|-95.59494252616|32.1349503016246|-94.9853344107624|32.6873153414198
"TX427"|13373|"Starr County, Texas"|"Temple, TX"|786919|-99.172682341008|26.2348327923315|-98.3198391979605|26.7857703997578
"TX429"|13374|"Stephens County, Texas"|"Temple, TX"|589817|-99.0962895952334|32.5147289196109|-98.575248381821|32.9572687129648
"TX431"|13375|"Sterling County, Texas"|"Temple, TX"|590637|-101.268223849993|31.5564403555226|-100.821713394575|32.0873026297136
"TX433"|13376|"Stonewall County, Texas"|"Temple, TX"|592634|-100.527613061083|32.9597191822461|-99.9876944034029|33.3977295467163
"TX435"|13377|"Sutton County, Texas"|"Temple, TX"|931014|-100.960715638824|30.287713112302|-100.116826548967|30.7104597351536
"TX437"|13378|"Swisher County, Texas"|"Temple, TX"|577530|-101.998671428102|34.3123188926146|-101.471292475242|34.7485259649907
"TX439"|13379|"Tarrant County, Texas"|"Temple, TX"|575117|-97.5504871202328|32.5488351416211|-97.030960195745|32.9939367661925
"TX441"|13381|"Taylor County, Texas"|"Temple, TX"|588807|-100.151498563611|32.0811297383279|-99.6293336869296|32.5229998033445
"TX443"|13382|"Terrell County, Texas"|"Temple, TX"|1508531|-102.567454074578|29.7791210369028|-101.646238524036|30.6593010364901
"TX445"|13383|"Terry County, Texas"|"Temple, TX"|570445|-102.59476496959|32.958740418992|-102.075372116034|33.3890057490547
"TX447"|13385|"Throckmorton County, Texas"|"Temple, TX"|585702|-99.4726038397277|32.9565465202492|-98.9507577244996|33.3991442860755
"TX451"|13386|"Tom Green County, Texas"|"Temple, TX"|986490|-101.268211826689|31.0864362755022|-100.111178883543|31.7063737966443
"TX453"|13426|"Travis County, Texas"|"Temple, TX"|655584|-98.1733315020041|30.023392528984|-97.3693917704554|30.6278740748469
"TX455"|15068|"Trinity County, Texas"|"Temple, TX"|456608|-95.4347520212266|30.8250030082261|-94.8428282078589|31.3869998994894
"TX457"|15069|"Tyler County, Texas"|"Temple, TX"|600044|-94.6578921762267|30.5260479795608|-94.0507801555521|31.0592707422553
"TX463"|13388|"Uvalde County, Texas"|"Temple, TX"|1001145|-100.113107967368|29.0860941411001|-99.4117173062109|29.6283262875378
"TX465"|13389|"Val Verde County, Texas"|"Temple, TX"|2069031|-101.760015144435|29.2373697008852|-100.695365252391|30.2884758455015
"TX467"|13390|"Van Zandt County, Texas"|"Temple, TX"|549964|-96.0771378610893|32.3552069905407|-95.4493413376484|32.838380723591
"TX469"|13391|"Victoria County, Texas"|"Temple, TX"|568820|-97.3056161016666|28.4857839819929|-96.6424363570633|29.1038598159563
"TX471"|15070|"Walker County, Texas"|"Temple, TX"|512870|-95.8629332911339|30.5048552886216|-95.3277115559272|31.0584876937513
"TX475"|10334|"Ward County, Texas"|"Phoenix, AZ"|534822|-103.611108135978|31.2668531799653|-102.767326496957|31.6517070113382
"TX477"|13392|"Washington County, Texas"|"Temple, TX"|397370|-96.7943557779646|30.0439215279944|-96.0816126591488|30.3999379438242
"TX479"|13393|"Webb County, Texas"|"Temple, TX"|2154163|-100.212757369066|27.2594893588292|-98.7984044603066|28.2043222090392
"TX481"|13394|"Wharton County, Texas"|"Temple, TX"|700474|-96.6380074768216|28.9628877546644|-95.8423588267693|29.6339176584
"TX483"|13395|"Wheeler County, Texas"|"Temple, TX"|585977|-100.540434144825|35.1828145067203|-100.000308810808|35.6196983243274
"TX485"|13396|"Wichita County, Texas"|"Temple, TX"|391860|-98.9547915242945|33.8341732377606|-98.4217945344306|34.1901584483748
"TX487"|13397|"Wilbarger County, Texas"|"Temple, TX"|612928|-99.476653694286|33.8316744058277|-98.9507638592809|34.4533879688427
"TX489"|13399|"Willacy County, Texas"|"Temple, TX"|471264|-98.0041388994411|26.2994519450508|-97.2247212395061|26.6125950605627
"TX491"|13400|"Williamson County, Texas"|"Temple, TX"|727520|-98.0500765874865|30.4029679625535|-97.1552586938699|30.9076711306828
"TX493"|13401|"Wilson County, Texas"|"Temple, TX"|516300|-98.4051110903292|28.8823522055683|-97.7289635444984|29.441560544213
"TX497"|13402|"Wise County, Texas"|"Temple, TX"|590963|-97.9216992902938|32.9911917307106|-97.3831156005838|33.434213077748
"TX499"|15072|"Wood County, Texas"|"Temple, TX"|445402|-95.6654164744043|32.5408040099802|-95.1520607780404|33.0031202367638
"TX501"|13403|"Yoakum County, Texas"|"Temple, TX"|512083|-103.064781823082|32.958684065799|-102.594341171422|33.3884798943911
"TX503"|13404|"Young County, Texas"|"Temple, TX"|595463|-98.9542899198154|32.9532321700709|-98.4210257001787|33.3979629634192
"TX505"|13405|"Zapata County, Texas"|"Temple, TX"|678489|-99.453778148814|26.57263396183|-98.9531277173519|27.3190360943795
"TX600"|13406|"Austin and Waller Counties, Texas"|"Temple, TX"|752224|-96.6223216821002|29.5998775356632|-95.8023293949353|30.2449965927946
"TX601"|13407|"Blanco and Burnet Counties, Texas"|"Temple, TX"|1109805|-98.5921061052012|29.9378803629396|-97.8248450793666|31.0351508555821
"TX602"|13409|"Brown and Mills Counties, Texas"|"Temple, TX"|1092839|-99.203765008921|31.2307491278837|-98.26666072249|32.0797390431238
"TX603"|15073|"Camp, Franklin, Morris, and Titus Counties, Texas"|"Temple, TX"|757326|-95.3089140693859|32.8793441565505|-94.6519418155126|33.3987761846241
"TX604"|13261|"Comal and Hays Counties, Texas"|"Temple, TX"|802285|-98.6463643257679|29.5944828693477|-97.708623712247|30.3562492053379
"TX605"|13411|"Dimmit and Zavala Counties, Texas"|"Temple, TX"|1668780|-100.114004963446|28.200311940474|-99.394017178484|29.091357624795
"TX606"|10335|"Ector and Crane Counties, Texas"|"Phoenix, AZ"|1080877|-102.799170888548|31.0861329491018|-102.282638958427|32.0882671618883
"TX607"|13412|"Edwards and Real Counties, Texas"|"Temple, TX"|1805037|-100.700837657668|29.621043036709|-99.6024920075389|30.2905767518005
"TX608"|15074|"Upshur and Gregg Counties, Texas"|"Temple, TX"|555470|-95.1530251834168|32.360485445569|-94.5796014143001|32.9044822723295
"TX609"|13413|"Hood and Somervell Counties, Texas"|"Temple, TX"|404946|-98.0685579808866|32.0883546908198|-97.6154478778645|32.5624469768818
"TX610"|13414|"Hopkins and Rains Counties, Texas"|"Temple, TX"|673076|-95.9870853491182|32.7113098819945|-95.3078361754137|33.3765746788239
"TX611"|13415|"Jasper and Newton Counties, Texas"|"Temple, TX"|1221791|-94.4600592507721|30.2414640117771|-93.5078324995056|31.1864658637489
"TX612"|13416|"Kaufman and Rockwall Counties, Texas"|"Temple, TX"|611821|-96.5294261531032|32.3547645629621|-96.075638646556|32.9828473682792
"TX613"|13417|"Kenedy and Kleberg Counties, Texas"|"Temple, TX"|1787552|-98.0600534557323|26.5979377923399|-97.1651053053455|27.635936860954
"TX614"|13603|"Lamar and Delta Counties, Texas"|"Temple, TX"|775795|-95.8617773860998|33.2182124690938|-95.3064724453772|33.9402822710873
"TX615"|10336|"Loving and Winkler Counties, Texas"|"Phoenix, AZ"|970906|-103.984406212023|31.6504109715088|-102.798173957034|32.0879880286531
"TX616"|15075|"Marion and Cass Counties, Texas"|"Temple, TX"|884327|-94.7097591728872|32.6872827116006|-94.0428220026497|33.3118531751015
"TX617"|15076|"Polk and San Jacinto Counties, Texas"|"Temple, TX"|1110490|-95.3593027589707|30.3215026228035|-94.5376587415752|31.1465940801796
"TX618"|13420|"Reagan and Upton Counties, Texas"|"Temple, TX"|1548198|-102.31805519216|31.0789763631315|-101.266617891611|31.651732191244
"TX619"|15077|"San Augustine and Sabine Counties, Texas"|"Temple, TX"|747948|-94.3994135820704|31.0992845494644|-93.5950132141706|31.6537509385354
"TX620"|13421|"San Patricio and Aransas Counties, Texas"|"Temple, TX"|747098|-97.9088360141623|27.8209895746348|-96.7902748871916|28.3190635285033
"TX621"|20624|"Big Bend National Park, Texas"|"Phoenix, AZ"|812733|-103.782143313783|28.9715980148196|-102.839227553057|29.6948521608485
"TX622"|10338|"Brewster County, Texas (Main Part)"|"Phoenix, AZ"|3149584|-103.800730747367|29.2155828555712|-102.320907799167|30.6658157380708
"TX623"|13422|"Jefferson and Orange Counties, Texas"|"Temple, TX"|877876|-94.4450483886096|29.5610381888864|-93.6881316110718|30.2448089094876
"TX624"|16052|"El Paso County, Texas (Main Part)"|"Phoenix, AZ"|526859|-106.646004541397|31.3875764577474|-105.956466720569|32.0027849845461
"TX625"|26035|"Guadalupe Mountains National Park, Texas"|"Phoenix, AZ"|88276|-105.025352208899|31.7986703923668|-104.711186490097|32.0005938380601
"TX626"|10327|"Culberson County, Main Part, Texas"|"Phoenix, AZ"|2382617|-104.918263480217|30.6568269260997|-104.024037873994|32.0003430582954
"TX627"|10329|"Hudspeth County, Main Part, Texas"|"Phoenix, AZ"|2895540|-105.998205292326|30.6236977792594|-104.907202154821|32.0026740107137
"UT013"|14419|"Duchesne Area, Utah, Parts of Duchesne, Utah, and Wasatch Counties"|"Bozeman, MT"|1721290|-111.496090607913|39.8060619299888|-109.976966024955|40.4784683195776
"UT047"|14420|"Uintah Area, Utah - Parts of Daggett, Grand and Uintah Counties"|"Bozeman, MT"|2477734|-109.977702292408|39.1498166468922|-109.048016882676|40.9133392528826
"UT601"|14295|"Box Elder County, Utah, Western Part"|"Phoenix, AZ"|2280179|-114.042131856664|40.9999320086311|-112.811682100993|41.9978020145201
"UT602"|14296|"Box Elder County, Utah, Eastern Part"|"Phoenix, AZ"|1825408|-113.039925515097|41.0078196457148|-111.878374572362|42.0013295193353
"UT603"|14297|"Cache Valley Area, Parts of Cache and Box Elder Counties, Utah"|"Phoenix, AZ"|524162|-112.189410894301|41.3669721002365|-111.43507925427|41.9999377933494
"UT604"|14421|"Rich County, Utah"|"Bozeman, MT"|696800|-111.511991488784|41.1409220620731|-111.045681730692|42.0017089825455
"UT607"|14298|"Davis-Weber Area, Utah"|"Phoenix, AZ"|336528|-112.300229114683|40.8221630423221|-111.840718107846|41.350277673752
"UT608"|14299|"Fairfield-Nephi Area, Utah"|"Phoenix, AZ"|1383305|-112.462376367397|39.3144979419701|-111.584765089294|40.4703302299508
"UT609"|14422|"Morgan Area, Utah - Morgan County and Part of Weber County"|"Bozeman, MT"|605823|-111.975185899706|40.7802550541414|-111.221420905999|41.4341599224086
"UT611"|14300|"Tooele Area, Utah - Tooele County and Parts of Box Elder, Davis and Juab Counties"|"Phoenix, AZ"|5124559|-114.229153954713|39.725617982259|-112.142159082788|41.1878895695678
"UT612"|14301|"Salt Lake Area, Utah"|"Phoenix, AZ"|435522|-112.250792422065|40.4143870623626|-111.592639333353|40.922084392669
"UT613"|14423|"Summit Area, Utah, Parts of Summit, Salt Lake and Wasatch Counties"|"Bozeman, MT"|725877|-111.777273421349|40.5204403007905|-110.609419730405|41.2516410037283
"UT616"|14424|"Carbon Area, Utah, Parts of Carbon and Emery Counties"|"Bozeman, MT"|901600|-111.209493927297|39.3811772412577|-109.87372700341|39.8139185496817
"UT617"|14302|"West Millard-Juab Area, Utah, Parts of Millard and Juab Counties"|"Phoenix, AZ"|4463172|-114.050061041056|38.5729369217089|-112.459592444269|39.9059699189208
"UT618"|14303|"Millard County, Utah - Eastern Part"|"Phoenix, AZ"|489250|-112.692495113557|38.7597584769342|-112.013998179825|39.5540457214913
"UT621"|14304|"Utah County, Utah - Central Part"|"Phoenix, AZ"|301088|-111.944977706931|39.8980205144525|-111.540353607579|40.5171892952154
"UT622"|14425|"Heber Valley Area, Utah - Parts of Wasatch and Utah Counties"|"Bozeman, MT"|305994|-111.621122188497|40.2821520052608|-111.174256991073|40.6906892177351
"UT623"|14426|"Emery Area, Utah, Parts of Emery, Carbon, Grand, and Sevier Counties"|"Bozeman, MT"|1377624|-111.415468403319|38.5124966595946|-110.009800486733|39.5423518764562
"UT624"|14427|"Grand County, Utah - Central Part"|"Bozeman, MT"|1516956|-110.179323125582|38.4964314093898|-109.05073849989|39.4992212527764
"UT625"|18471|"Emery County, Utah, Eastern Part"|"Bozeman, MT"|1273293|-111.250011274915|38.4992602821302|-109.98802084711|39.374990280138
"UT626"|14305|"Beaver County, Utah - Western Part"|"Phoenix, AZ"|1246433|-114.050569267964|38.1480609620485|-112.86102921631|38.5765507954975
"UT627"|14306|"Sanpete Valley Area, Utah, Parts of Utah and Sanpete Counties"|"Phoenix, AZ"|676994|-112.016276076756|39.0323707692264|-111.338532662526|40.0722563546915
"UT628"|14307|"Sevier County Area, Utah"|"Bozeman, MT"|313708|-112.291605659643|38.502080372668|-111.648821544856|39.0456314288589
"UT629"|14428|"Loa-Marysvale Area, Utah, Parts of Piute, Wayne, and Garfield Counties"|"Bozeman, MT"|573632|-112.307883167231|38.1179171076897|-111.211891624016|38.5176949246478
"UT631"|10339|"Henry Mountains Area, Utah, Parts of Garfield, Kane, and Wayne Counties"|"Phoenix, AZ"|1591431|-111.248451036977|37.5697271193811|-110.070082711368|38.5000042724026
"UT632"|14308|"Delta Area, Utah - Part of Millard County"|"Phoenix, AZ"|583160|-113.030650050099|39.0228759994327|-112.409453298581|39.5542911233886
"UT633"|10340|"Canyonlands Area, Utah - Parts of Grand and San Juan Counties"|"Phoenix, AZ"|1501600|-110.211960799654|37.7706021874642|-109.041982119962|39.1222222874212
"UT634"|14309|"Iron-Washington Area, Utah, Parts of Iron, Kane, and Washington Counties"|"Phoenix, AZ"|1978445|-114.052319820634|37.2815733536057|-112.467051106939|38.148920365931
"UT636"|14429|"Panguitch Area, Parts of Garfield, Iron, Kane, and Piute Counties, Utah"|"Bozeman, MT"|881482|-112.612981216211|37.3978761708808|-111.369117554023|38.1642932436621
"UT638"|10341|"San Juan County, Utah, Central Part"|"Phoenix, AZ"|1382962|-110.692110163459|37.1443590857083|-109.041467413094|37.9454462530899
"UT639"|10342|"San Juan Area, Utah"|"Bozeman, MT"|351227|-109.548495740524|37.4771259241083|-109.041664394276|38.3616743933003
"UT640"|14310|"Beaver-Cove Fort Area, Utah"|"Phoenix, AZ"|477620|-112.918399137176|38.1474718891216|-112.511946357984|38.7638949242547
"UT641"|14311|"Washington County Area, Utah"|"Phoenix, AZ"|1076400|-114.053156487764|37.000035720052|-112.863358407918|37.5312256236088
"UT642"|10343|"Kane County Area, Utah"|"Phoenix, AZ"|667677|-112.89953168112|37.0002350900376|-111.5974154211|37.5427357668504
"UT643"|10344|"San Juan County, Utah, Navajo Indian Reservation"|"Phoenix, AZ"|1304683|-111.40456403593|36.9982579737577|-109.043890063267|37.4614920101229
"UT645"|14431|"Manti-Lasal National Forest, Manti Division - Parts of Sanpete and Emery Counties"|"Bozeman, MT"|1016456|-111.666544064027|37.5772060169006|-109.373699018458|39.9805797129302
"UT646"|14432|"Dixie National Forest, Utah - Parts of Garfield, Washington, Iron, Kane and Wayne Counties"|"Bozeman, MT"|1328240|-114.052890115488|37.2271997298393|-111.187037338582|38.2815776163519
"UT647"|14433|"Wasatch-Cache National Forest, Utah and Wyoming"|"Bozeman, MT"|579907|-111.80779291922|40.5660129327664|-110.00071957252|41.9996288873586
"UT648"|14434|"Ashley National Forest Area, Utah"|"Bozeman, MT"|1195191|-110.90435544406|40.4736293365771|-109.240677530122|40.9993784845205
"UT649"|14435|"Fishlake National Forest - Tushar-Pavant Division - Parts of Sevier, Millard, Beaver and Piute Counties, Utah"|"Bozeman, MT"|773144|-112.600990159431|38.1300474404008|-111.996935288476|39.5576214428136
"UT650"|17247|"Uinta National Forest Area, Utah, Parts of Juab, Sanpete, Utah, and Wasatch Counties"|"Bozeman, MT"|553771|-112.019603465498|39.9969935368439|-110.901943840438|41.429628495251
"UT651"|14437|"Fishlake National Forest East Portion - Parts of Sevier, Piute and Wayne Counties"|"Bozeman, MT"|715566|-112.144246554998|38.247667780291|-111.358772845324|39.0468605265069
"UT653"|14451|"Uintah and Ouray Indian Reservation, Utah"|"Bozeman, MT"|850285|-110.820813936593|39.1487412447513|-109.435470573468|40.6058726929375
"UT685"|10345|"Capitol Reef National Park, Utah"|"Phoenix, AZ"|260320|-111.423295656934|37.5985869218165|-110.863306870919|38.5344767112659
"UT686"|10347|"Grand Staircase-Escalante National Monument Area, Parts of Kane and Garfield Counties, Utah"|"Phoenix, AZ"|1894373|-112.467982433013|37.0009710121141|-110.973350247043|38.0164992475555
"UT687"|19466|"Arches National Park, Utah"|"Phoenix, AZ"|79979|-109.713210217009|38.6031716275658|-109.477723579316|38.8469390360177
"UT688"|19859|"Canyonlands National Park, Utah"|"Phoenix, AZ"|337598|-110.235515030257|37.959909880516|-109.663595447398|38.5080931530894
"UT689"|19941|"Glen Canyon National Recreation Area"|"Phoenix, AZ"|1254306|-111.659221057156|36.8163168703921|-109.945140053033|38.4992778872648
"VA001"|10837|"Accomack County, Virginia"|"Raleigh, NC"|386400|-76.0471367588847|37.4485543621766|-75.2419135116829|38.0273546193929
"VA003"|14502|"Albemarle County, Virginia"|"Raleigh, NC"|464600|-78.8393814186451|37.7226363660447|-78.2080349547246|38.27801219772
"VA005"|14503|"Alleghany County, Virginia"|"Morgantown, WV"|290300|-80.3069519280211|37.5994310188851|-79.6061394155513|37.9606162132117
"VA007"|10838|"Amelia County, Virginia"|"Raleigh, NC"|229200|-78.2406194054313|37.192204445155|-77.6487584128789|37.4981059309865
"VA009"|10839|"Amherst County, Virginia"|"Raleigh, NC"|306300|-79.4371424021585|37.3858815674333|-78.8680830484325|37.8142747151062
"VA011"|10840|"Appomattox County, Virginia"|"Raleigh, NC"|215200|-79.0219709843363|37.2022600127279|-78.5943502633735|37.5522843590366
"VA013"|10841|"Arlington County, Virginia"|"Raleigh, NC"|16700|-77.1722845171865|38.8274498399434|-77.0321154039694|38.9344716830702
"VA015"|14504|"Augusta County, Virginia"|"Morgantown, WV"|632800|-79.5334646183152|37.8817453701744|-78.7493993182707|38.4779400252361
"VA017"|14973|"Bath County, Virginia"|"Morgantown, WV"|344100|-80.0563686528095|37.8384571621551|-79.43668830257|38.2662362485901
"VA019"|10842|"Bedford County, Virginia"|"Raleigh, NC"|468700|-79.8578329373731|37.0057604654277|-79.1853184135871|37.598727302132
"VA021"|14978|"Bland County, Virginia"|"Morgantown, WV"|158800|-81.4615529292041|36.9524647202171|-80.8545428331143|37.3022168369516
"VA023"|14507|"Botetourt County, Virginia"|"Morgantown, WV"|284497|-80.0667985998316|37.309212417731|-79.5732962417984|37.8009005209971
"VA025"|10843|"Brunswick County, Virginia"|"Raleigh, NC"|364400|-78.0462441280263|36.5435312878684|-77.6557564385709|37.0244176336656
"VA027"|14508|"Buchanan County, Virginia"|"Morgantown, WV"|322300|-82.3143324240626|37.0383272559196|-81.7400784876921|37.5370724226112
"VA029"|10844|"Buckingham County, Virginia"|"Raleigh, NC"|373600|-78.8339715424511|37.3295749648151|-78.2395291035855|37.7969501779063
"VA033"|10845|"Caroline County, Virginia"|"Raleigh, NC"|345300|-77.6434119700251|37.776338106367|-77.0686125212601|38.2527193425564
"VA035"|14509|"Carroll County, Virginia"|"Morgantown, WV"|305700|-81.0424891225617|36.5580545153253|-80.4536298632186|36.9318244731018
"VA036"|10846|"Charles City County, Virginia"|"Raleigh, NC"|130800|-77.2717887206496|37.2229078972763|-76.8716266233148|37.4907910702735
"VA037"|10847|"Charlotte County, Virginia"|"Raleigh, NC"|305600|-78.904393437088|36.6980126328164|-78.4432382255745|37.2501666260105
"VA041"|10848|"Chesterfield County, Virginia"|"Raleigh, NC"|280700|-77.8782627245127|37.216985388651|-77.2443351304922|37.5626409150162
"VA043"|14510|"Clarke County, Virginia"|"Morgantown, WV"|114200|-78.1517734750298|38.9794804712549|-77.828262408026|39.2646577001775
"VA045"|14511|"Craig County, Virginia"|"Morgantown, WV"|95600|-80.4607389331419|37.3164299429821|-79.9809393519539|37.6554064087123
"VA047"|14979|"Culpeper County, Virginia"|"Raleigh, NC"|244700|-78.2321673248956|38.3083548836917|-77.6185928326934|38.698959559107
"VA049"|10849|"Cumberland County, Virginia"|"Raleigh, NC"|192400|-78.4649682306098|37.3016850175181|-78.0707615992109|37.7499045666275
"VA051"|14514|"Dickenson County, Virginia"|"Morgantown, WV"|214000|-82.5538081869269|36.9557225610481|-82.1358816420269|37.30617103334
"VA057"|10851|"Essex County, Virginia"|"Raleigh, NC"|177100|-77.1700664498634|37.7289424760295|-76.668105750693|38.1618641915787
"VA059"|20267|"Fairfax County, Virginia"|"Raleigh, NC"|259200|-77.5369517518676|38.6054378155704|-77.0404753467005|39.0576905176452
"VA061"|19727|"Fauquier County, Virginia"|"Raleigh, NC"|416400|-78.1310758546157|38.4091292066485|-77.5308688180064|39.0138784706163
"VA063"|14518|"Floyd County, Virginia"|"Morgantown, WV"|244000|-80.633975975703|36.7090691404631|-80.1047395736171|37.1247040381211
"VA065"|10852|"Fluvanna County, Virginia"|"Raleigh, NC"|185500|-78.4916627168469|37.6904488588853|-78.0632392428682|38.0064242268541
"VA067"|11161|"Franklin County, Virginia"|"Raleigh, NC"|455300|-80.2353851510804|36.7806764449959|-79.592325148576|37.2331476338292
"VA069"|14519|"Frederick County, Virginia"|"Morgantown, WV"|266000|-78.5441466321741|39.0080163212|-78.0330224950737|39.4658866166183
"VA071"|14520|"Giles County, Virginia"|"Morgantown, WV"|171900|-81.0144121105794|37.1476412623113|-80.4307270670721|37.4607674685425
"VA073"|10854|"Gloucester County, Virginia"|"Raleigh, NC"|162600|-76.7122956452985|37.2331562997856|-76.3045928428005|37.6031354428735
"VA075"|10855|"Goochland County, Virginia"|"Raleigh, NC"|183900|-78.1588380049447|37.5642432000116|-77.6166919400151|37.9052622367159
"VA077"|14521|"Grayson County, Virginia"|"Morgantown, WV"|252900|-81.6773065213616|36.559195629182|-80.8378977302692|36.7928502871671
"VA079"|14522|"Greene County, Virginia"|"Raleigh, NC"|100400|-78.6632822755744|38.1847742397758|-78.2871645162158|38.4757691811478
"VA081"|16039|"Greensville County, Virginia"|"Raleigh, NC"|194400|-77.7671227945219|36.5447150024033|-77.2968978552418|36.8982738238612
"VA083"|18322|"Halifax County and the City of South Boston, Virginia"|"Raleigh, NC"|530800|-79.2187261259862|36.5416213496746|-78.5489831570275|37.0615990565067
"VA085"|10858|"Hanover County, Virginia"|"Raleigh, NC"|303100|-77.7973048729815|37.5380889875517|-77.1080121580796|38.0082905637156
"VA087"|10859|"Henrico County, Virginia"|"Raleigh, NC"|155900|-77.6547625607361|37.353326477199|-77.1774272401221|37.7102643762788
"VA089"|10860|"Henry County, Virginia"|"Raleigh, NC"|252700|-80.0947719617895|36.5419277705605|-79.640525122751|36.8560383382797
"VA091"|14523|"Highland County, Virginia"|"Morgantown, WV"|266100|-79.8102490514689|38.1804312170068|-79.3081538946792|38.5915026408974
"VA093"|10861|"Isle of Wight County, Virginia"|"Raleigh, NC"|231800|-76.9302994339074|36.6442796505414|-76.4440892037558|37.1538565946432
